Episode,Q-table
333,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.22719175e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.76563194e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21563953e+01 -7.63904806e+00 -1.54802322e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.81650802e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.29050142e+00  2.20586198e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.50866365e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.30173306e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88744242e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
334,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.22780621e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.76563194e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21563953e+01 -7.65666465e+00 -1.54802322e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.84202676e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.29050142e+00  2.17990351e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.47695052e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29954712e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88557605e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
335,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.23515416e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21563953e+01 -7.66690834e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.84993114e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.15453942e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.44780522e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29755610e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88398965e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
336,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.23546875e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.68588676e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.87708795e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.12997447e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.42107622e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29575070e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88264120e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
337,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.23559926e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.70540117e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.90321930e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.10636204e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.39661385e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29412003e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88149502e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
338,"[[[-1.69021065e+01 -1.40571445e+01 -1.68736541e+01 -1.23600220e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.72520876e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.92829090e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.08381239e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.37427108e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29265229e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.88052077e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
339,"[[[-1.69021065e+01 -1.40571445e+01 -1.68568959e+01 -1.23663099e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.74510131e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.95227493e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.06239991e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.35390423e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29133530e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87969265e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
340,"[[[-1.68828541e+01 -1.40571445e+01 -1.68568959e+01 -1.23744454e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.76490154e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.97515123e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.04216932e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.33537380e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.29015686e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87898875e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
341,"[[[-1.68828541e+01 -1.40571445e+01 -1.68568959e+01 -1.23840672e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.78445975e+00 -1.56537786e+01 -1.03893824e+01]
  [-1.06065771e+01 -2.99690785e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.02314104e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -7.86597764e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.31854506e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.28910503e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87839044e+01]]

 [[-5.46684121e+00 -5.21896830e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.83409220e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  1.70776955e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.36979302e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.24307583e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
342,"[[[-1.68828541e+01 -1.40571445e+01 -1.68568959e+01 -1.23991200e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.78445975e+00 -1.56537786e+01 -1.04175452e+01]
  [-1.06065771e+01 -2.99690785e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.02314104e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -8.24378934e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.31854506e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.28910503e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87839044e+01]]

 [[-5.46684121e+00 -5.35371644e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.33669272e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  2.92656637e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.42726822e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.28161445e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
343,"[[[-1.68828541e+01 -1.40571445e+01 -1.68568959e+01 -1.24076533e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.80365094e+00 -1.56537786e+01 -1.04175452e+01]
  [-1.06065771e+01 -3.01754107e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  2.00531579e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -8.24378934e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.30328871e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.28816834e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87788187e+01]]

 [[-5.46684121e+00 -5.35371644e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.33669272e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  2.92656637e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.42726822e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.28161445e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
344,"[[[-1.68731548e+01 -1.40571445e+01 -1.68568959e+01 -1.24174181e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.82237206e+00 -1.56537786e+01 -1.04175452e+01]
  [-1.06065771e+01 -3.03705510e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  1.98867854e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -8.24378934e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.28948131e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.28733593e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87744959e+01]]

 [[-5.46684121e+00 -5.35371644e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.33669272e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  2.92656637e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.42726822e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.28161445e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
345,"[[[-1.68731548e+01 -1.40571445e+01 -1.68568959e+01 -1.24281230e+01]
  [-1.23672318e+01 -1.20794784e+01 -1.19662845e+01 -8.13337430e+00]
  [-9.23519896e+00 -7.49569534e+00 -7.55306792e+00 -3.65219884e+00]
  [-4.59478434e+00 -4.39355710e+00 -4.07509683e+00 -3.93097659e+00]
  [-2.64681598e+00 -2.11337908e+00 -2.73268721e+00 -1.90525178e+00]]

 [[-1.21844852e+01 -7.84053967e+00 -1.56537786e+01 -1.04175452e+01]
  [-1.06065771e+01 -3.05546155e+00 -1.20113576e+01 -4.75735824e+00]
  [-7.41090336e+00 -9.50709579e-01 -8.27964803e+00  1.97320190e+00]
  [-2.75754506e+00 -2.64158408e+00 -2.93470516e+00  6.55887505e+00]
  [-1.42801350e+00 -1.42589392e+00 -1.42293456e+00  8.42382442e+00]]

 [[-8.42010966e+00 -4.61129532e+00 -7.88207798e+00 -8.24378934e+00]
  [-6.46149803e+00  2.36388431e+00 -5.45776231e+00 -5.98306244e+00]
  [-3.67453144e+00  7.27700562e+00 -3.02276177e+00 -7.23399911e-01]
  [ 1.65342934e-02  1.28659757e+01 -6.19880879e-01  7.30435880e+00]
  [ 4.44394153e+00  4.25474313e+00  1.91205493e+00  1.87708215e+01]]

 [[-5.46684121e+00 -5.35371644e+00 -5.88492376e+00 -5.23037379e+00]
  [-5.60754724e+00 -3.94168943e+00 -2.92929075e+00 -2.33669272e+00]
  [-2.50644467e+00 -4.43783100e-01 -2.56240818e+00  4.52637942e+00]
  [-2.66801724e+00  1.77743748e+01 -1.42856838e+00 -1.42068971e+00]
  [ 7.27095775e+00  1.24857476e+01  1.13690864e+01  2.50000000e+01]]

 [[-3.14522607e+00 -2.65141418e+00 -2.86457801e+00 -2.83791257e+00]
  [-1.42846620e+00  2.92656637e+00 -2.77101970e+00 -2.77553853e+00]
  [-1.48356698e+00  1.42726822e+01 -1.39363858e+00 -9.75516898e-01]
  [-1.12686920e+00  2.28161445e+01 -1.42421978e+00  0.00000000e+00]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
