Episode,Action Sequence,Total Reward,Steps Taken,Q-Table
385,"[np.int64(1), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.25163738e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.41587370e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.55914388e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.70218036e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.88686138e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.06923292e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.06067084e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.27890713e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.31323956e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
386,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.24694867e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.40807348e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.55367616e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.70395543e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89364955e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.09018384e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.32436310e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
387,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.24192830e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.40043445e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54772487e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.70245329e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.50563538e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.02453382e+01  5.31699142e+00  1.30539859e+01  1.89206241e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.08936088e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.31695864e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
388,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.23995965e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.39992643e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.55615930e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.72980816e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89040411e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.55921785e+01  2.08813380e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.31066484e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
389,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.23634472e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.39548327e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.55361847e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.72851427e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89538284e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.08664235e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.30531511e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
390,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.23237831e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.39049155e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54928192e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.72302573e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89263872e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.08499345e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.30076785e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
391,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.22838144e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38568066e+01  6.21827165e+00  1.08873852e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54505070e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.53989447e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  7.32113183e+00  1.02903713e+01  1.71803604e+01]
  [ 1.38713292e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89003484e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.08326789e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29690267e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
392,"[np.int64(1), 3, np.int64(1), 1, np.int64(0), 1, np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",14,12,"[[[ 4.27028499e+00  1.25644009e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38568066e+01  6.21827165e+00  1.15159405e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54505070e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.58564468e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  8.99959287e+00  1.02903713e+01  1.71348875e+01]
  [ 1.45350112e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.88756778e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.08152577e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29361727e+01  1.44179478e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
393,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.24887864e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38240712e+01  6.21827165e+00  1.15159405e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54380614e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.58564468e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  8.99959287e+00  1.02903713e+01  1.71631168e+01]
  [ 1.45350112e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89992113e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.10441933e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.29082468e+01  1.50409099e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
394,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]",18,8,"[[[ 4.27028499e+00  1.24164639e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.37842086e+01  6.21827165e+00  1.15159405e+01]
  [ 6.09093276e+00  3.10806469e+00  8.39520341e+00  1.54040073e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.58564468e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  8.99959287e+00  1.02903713e+01  1.71334558e+01]
  [ 1.45350112e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89727246e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.09907144e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28845098e+01  1.50409099e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
395,"[np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), 3, np.int64(3), np.int64(1), 1]",13,9,"[[[ 4.27028499e+00  1.23959106e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38424540e+01  6.21827165e+00  1.15159405e+01]
  [ 6.09093276e+00  3.10806469e+00  8.56532052e+00  1.53710106e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.58564468e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  8.99959287e+00  1.02903713e+01  1.71041652e+01]
  [ 1.45350112e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.89455973e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.09435660e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.05903499e+01  1.26874219e+00  9.19731291e-01]
  [ 1.19693259e+01  2.28643333e+01  1.50409099e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
396,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1)]",16,10,"[[[ 4.27028499e+00  1.23463780e+01  4.95726984e+00  6.06707181e-02]
  [ 7.20975695e+00  1.38157263e+01  6.21827165e+00  1.15159405e+01]
  [ 6.09093276e+00  3.10806469e+00  8.56532052e+00  1.53905295e+01]
  [-8.36960283e-01 -2.28460527e-01 -8.88988014e-01  7.81199123e+00]
  [ 3.36725551e-01 -8.88640333e-01 -1.35295584e+00  7.40787236e-01]]

 [[-1.64719617e+00 -9.52396473e-01 -1.61006526e+00  3.33197164e+00]
  [-3.57031796e-01  1.58564468e+01 -8.74967912e-01 -8.10196185e-01]
  [ 1.18159546e+01  8.99959287e+00  1.02903713e+01  1.71838008e+01]
  [ 1.45350112e+01 -9.10040255e-01  3.80879046e-01 -9.32857191e-01]
  [-6.63287880e-01 -1.02174948e+00 -5.72104158e-01  2.36055922e+00]]

 [[-8.85869838e-01  7.70663461e+00 -6.02607605e-01 -5.84719804e-01]
  [ 5.35998500e-01  1.53362128e+01 -6.13863859e-01  5.07948815e+00]
  [ 1.08370009e+01  5.31699142e+00  1.30539859e+01  1.91466768e+01]
  [ 9.65833541e+00 -8.14287637e-01 -6.39244226e-01 -3.16260813e-01]
  [-3.04991230e-01 -8.70836691e-01 -2.54393033e-01  5.37513732e+00]]

 [[-8.85764242e-01  1.68929841e+00 -3.08305482e-01 -9.52660972e-01]
  [ 2.62324403e-01 -4.31173416e-01 -4.99446493e-01  1.68942287e+01]
  [ 1.18641075e+01  9.75969147e+00  1.57814519e+01  2.13824311e+01]
  [-3.50022765e-01  1.24606068e+00 -2.90063646e-01  2.09282021e+01]
  [ 1.77366884e+00  2.40210937e+00  6.53825391e-03  1.19498437e+01]]

 [[-8.84391704e-01 -8.01233014e-01 -4.50903793e-01 -9.96193977e-01]
  [-5.70086059e-01  2.06018187e+01  1.26874219e+00  9.19731291e-01]
  [ 1.29634996e+01  2.28471833e+01  1.50409099e+01  1.34282319e+01]
  [ 1.73280748e+01  2.50000000e+01  1.41017018e+01  1.50488698e+01]
  [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00]]]"
