Episode,Steps Taken
888,10
889,10
890,8
891,8
892,8
893,8
894,8
895,8
896,8
897,9
898,8
899,9
900,8
901,11
902,8
903,10
904,8
905,8
906,10
907,8
908,10
909,8
910,8
911,8
912,8
913,11
914,9
915,8
916,8
917,12
918,8
919,8
920,8
921,8
922,10
923,10
924,12
925,8
926,10
927,8
928,8
929,10
930,10
931,8
932,8
933,8
934,8
935,10
936,10
937,13
938,9
939,8
940,8
941,9
942,8
943,9
944,8
945,10
946,8
947,8
948,13
949,8
950,8
951,8
952,11
953,8
954,8
955,8
956,8
957,10
958,8
959,8
960,8
961,8
962,8
963,8
964,8
965,8
966,8
967,8
968,8
969,10
970,8
971,8
972,8
973,9
974,9
975,8
976,8
977,10
978,8
979,8
980,8
981,9
982,8
983,8
984,8
985,10
986,8
987,8
988,8
989,11
990,12
991,8
992,8
993,12
994,8
995,10
996,8
997,8
998,12
999,8
1000,8
