Episode,Q-table
243,"[[[-17.8368535  -12.70783831 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351373]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
244,"[[[-17.8368535  -12.70783827 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351372]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
245,"[[[-17.8368535  -12.70783824 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351372]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
246,"[[[-17.8368535  -12.70783821 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351371]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
247,"[[[-17.8368535  -12.70783818 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351371]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
248,"[[[-17.8368535  -12.70783816 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.1135137 ]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
249,"[[[-17.8368535  -12.70783814 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.1135137 ]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
250,"[[[-17.8368535  -12.70783812 -17.42330467 -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.1135137 ]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
251,"[[[-17.8368535  -12.7078381  -17.3706759  -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351369]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   0.31799256  -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.57962328]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
252,"[[[-17.8368535  -12.70783809 -17.3706759  -17.78739395]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351369]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211 -10.25949118 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   1.31289     -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.61455479]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
253,"[[[-17.8368535  -12.70783809 -17.3706759  -17.33126235]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351369]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -9.93759455 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738282]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   1.31289     -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.61455479]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
254,"[[[-17.8368535  -12.70783808 -17.3706759  -17.33126235]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351369]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -9.93759455 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   1.31289     -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.61455479]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
255,"[[[-17.8368535  -12.70783806 -17.3706759  -17.33126235]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351369]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -9.93759455 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   1.31289     -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.61455479]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
256,"[[[-17.8368535  -12.70783805 -17.3706759  -17.33126235]
  [-15.46578236 -14.27780387 -13.76615646  -8.11351368]
  [-11.17626828 -10.43731992 -10.67814546  -9.06534067]
  [ -7.64630661  -7.66782237  -7.86027564  -7.42607697]
  [ -6.24201534  -5.74268558  -5.84484048  -5.80375975]]

 [[-14.53038211  -9.93759455 -14.58639481 -14.01605219]
  [-13.75419609  -9.35966077 -12.52205853  -3.27738281]
  [ -8.28726873  -7.6680584   -8.43929641  -1.84013941]
  [ -4.99850457  -5.10177968  -5.42781758  -2.54877007]
  [ -3.76313149  -3.6941703   -4.0272295   -1.86424015]]

 [[-10.75973155  -6.39840441 -10.9796797  -10.350234  ]
  [-10.6172785   -7.39580868  -7.88203681   1.81328125]
  [ -4.63975245  -4.52336886  -5.70643658   5.37723911]
  [ -2.23316719  -2.51869301  -2.48129687   6.19839375]
  [ -1.494375    -1.494375    -1.69129219   7.52598754]]

 [[ -7.25187165  -3.14226415  -8.91622241  -6.98351082]
  [ -7.69572704   1.31289     -4.96996848   7.171875  ]
  [ -3.77109401  -0.35413708  -2.4950334   12.61455479]
  [ -0.41492308   0.50664357  -0.856875    17.99714405]
  [ -1.17377143  -0.75        -0.856875    20.81641891]]

 [[ -5.13334054  -0.70190213  -5.48895258  -5.13334054]
  [ -5.40609463  12.8125       0.46673418   3.34141387]
  [  3.81378601  18.75        -0.80309121   7.66865765]
  [  9.07200141  25.           7.7993399   12.739033  ]
  [  0.           0.           0.           0.        ]]]"
