Episode,Action Sequence
117,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
118,"[np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
119,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
120,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
121,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(3), 3, np.int64(1)]"
122,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), 1, np.int64(3)]"
123,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
124,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1)]"
125,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
126,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
127,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
128,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
129,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), 1]"
130,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
131,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), 2, np.int64(3), np.int64(3)]"
132,"[1, np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
133,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
134,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
135,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
136,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
137,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3)]"
138,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
139,"[np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
140,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 2, np.int64(3), 3, np.int64(3), np.int64(3), np.int64(1), 0, np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
141,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
142,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
143,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
144,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
145,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1)]"
146,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
147,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
148,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
149,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
150,"[2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
151,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
152,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
153,"[0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
154,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
155,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1)]"
156,"[3, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
157,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1)]"
158,"[np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
159,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), 0, np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
160,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1)]"
161,"[np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1), 2, 3, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
162,"[np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
163,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
164,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(3), np.int64(1)]"
165,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
166,"[np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3)]"
167,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
168,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1)]"
169,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
170,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
171,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, 1, np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
172,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 3, np.int64(1)]"
173,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
174,"[0, 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
175,"[np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 0, 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
176,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), 0, np.int64(1), np.int64(1), 0, np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1)]"
177,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
178,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
179,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 1, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
180,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(3), 3, 1, np.int64(3), np.int64(3), np.int64(1)]"
181,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
182,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, 0, 1, np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
183,"[np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), 3, np.int64(1)]"
184,"[np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
185,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 2, 2, np.int64(3), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(3), 1, np.int64(3)]"
186,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
187,"[2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 2, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
188,"[2, np.int64(1), np.int64(3), 3, np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 1, np.int64(3)]"
189,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
190,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 0, np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
191,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
192,"[np.int64(1), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
193,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
194,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
195,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
196,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), 2, np.int64(3), np.int64(1)]"
197,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
198,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), 3, np.int64(1)]"
199,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
200,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
201,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 1, np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
202,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
203,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
204,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), 3, np.int64(1), np.int64(3), np.int64(3), np.int64(1)]"
205,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
206,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), 3, np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(1)]"
207,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
208,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 2, np.int64(3), np.int64(3), np.int64(1)]"
209,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
210,"[0, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
211,"[1, np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), 2, np.int64(3), np.int64(3), np.int64(3), np.int64(3), 1, np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
212,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1)]"
213,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), 1, np.int64(1), np.int64(3), 2, 2, np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
214,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), 0, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
215,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), 3, np.int64(3), 0, np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
216,"[np.int64(1), 3, np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
217,"[np.int64(1), np.int64(3), np.int64(1), np.int64(3), 2, np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), 1, np.int64(3), np.int64(3), np.int64(1), 2, np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1)]"
