Episode,Action Sequence
135,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
136,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
137,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
138,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
139,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
140,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
141,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
142,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
143,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
144,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
145,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
146,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
147,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
148,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
149,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
150,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
151,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
152,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
153,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
154,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
155,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
156,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
157,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
158,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
159,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
160,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
161,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
162,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
163,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
164,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
165,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
166,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
167,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
168,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
169,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
170,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
171,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
172,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
173,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
174,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
175,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
176,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
177,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
178,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
179,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
180,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
181,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
182,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
183,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
184,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
185,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
186,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
187,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
188,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
189,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
190,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
191,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
192,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
193,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
194,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
195,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
196,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
197,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
198,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
199,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
200,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
201,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
202,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
203,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
204,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
205,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
206,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
207,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
208,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
209,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
210,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
211,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
212,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
213,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
214,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
215,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
216,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
217,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
218,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
219,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
220,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
221,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
222,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
223,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
224,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
225,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
226,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
227,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
228,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
229,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
230,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
231,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
232,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
233,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
234,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
235,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
236,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
237,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
238,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
239,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
240,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
241,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
242,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
243,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
244,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
245,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
246,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
247,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
248,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
249,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
250,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
251,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
252,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
253,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
254,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
255,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
256,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
257,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
258,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
259,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
260,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
261,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
262,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
263,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
264,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
265,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
266,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
267,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
268,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
269,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
270,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
271,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
272,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
273,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
274,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
275,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
276,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
277,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
278,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
279,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
280,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
281,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
282,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
283,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
284,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
285,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
286,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
287,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
288,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
289,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
290,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
291,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
292,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
293,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
294,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
295,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
296,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
297,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
298,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
299,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
300,"['down', 'right', 'down', 'right', 'right', 'down', 'right', 'right', 'right', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'down', 'down']"
