Episode,Action Sequence
11,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3)]"
12,"[np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
13,"[np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
14,"[np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
15,"[np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1)]"
16,"[np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
17,"[np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
18,"[np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
19,"[np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]"
20,"[np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
21,"[np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
22,"[np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
23,"[np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
24,"[np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
25,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]"
26,"[np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
27,"[np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
28,"[np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
29,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
