Episode,Action Sequence
30,"[np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]"
31,"[np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
32,"[np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
33,"[np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
34,"[np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
35,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
36,"[np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3)]"
37,"[np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
38,"[np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
39,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
40,"[np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
41,"[np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
42,"[np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
43,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
44,"[np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
45,"[np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
46,"[np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
47,"[np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
48,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
49,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
50,"[np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
51,"[np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
52,"[np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
53,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
54,"[np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
55,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(0), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
56,"[np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
57,"[np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
58,"[np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
59,"[np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
60,"[np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
61,"[np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(0), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
62,"[np.int64(3), np.int64(1), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
63,"[np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(0), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
64,"[np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(0), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
65,"[np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(2), np.int64(2), np.int64(0), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3)]"
66,"[np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
67,"[np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
68,"[np.int64(1), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(0), np.int64(2), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
69,"[np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(0), np.int64(3), np.int64(2), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(0), np.int64(0), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(1)]"
70,"[np.int64(3), np.int64(3), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(2), np.int64(0), np.int64(0), np.int64(3), np.int64(2), np.int64(3), np.int64(0), np.int64(3), np.int64(1), np.int64(0), np.int64(2), np.int64(1), np.int64(2), np.int64(3), np.int64(1), np.int64(1), np.int64(2), np.int64(2), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(0), np.int64(2), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(0), np.int64(1), np.int64(3), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(1)]"
